app,route,methods,source,verification
sohamyoga-frontend,/api/admin/seo/on-page-check,GET,sohamyoga-frontend/src/app/api/admin/seo/on-page-check/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/seo/redirects/[id],DELETE,sohamyoga-frontend/src/app/api/admin/seo/redirects/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/seo/redirects,"GET,POST",sohamyoga-frontend/src/app/api/admin/seo/redirects/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/seo/schema-generator,GET,sohamyoga-frontend/src/app/api/admin/seo/schema-generator/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/seo/search-visibility,GET,sohamyoga-frontend/src/app/api/admin/seo/search-visibility/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/seo/topic-clusters,GET,sohamyoga-frontend/src/app/api/admin/seo/topic-clusters/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/service-recovery/[id],PATCH,sohamyoga-frontend/src/app/api/admin/service-recovery/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/service-recovery,GET,sohamyoga-frontend/src/app/api/admin/service-recovery/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/[platform]/agentic,POST,sohamyoga-frontend/src/app/api/admin/social/[platform]/agentic/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/[platform]/dashboard,GET,sohamyoga-frontend/src/app/api/admin/social/[platform]/dashboard/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/[platform]/log-tracking,GET,sohamyoga-frontend/src/app/api/admin/social/[platform]/log-tracking/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/[platform]/monitoring,GET,sohamyoga-frontend/src/app/api/admin/social/[platform]/monitoring/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/[platform]/pipeline,POST,sohamyoga-frontend/src/app/api/admin/social/[platform]/pipeline/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/[platform]/report,GET,sohamyoga-frontend/src/app/api/admin/social/[platform]/report/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/[platform]/viral-signals,GET,sohamyoga-frontend/src/app/api/admin/social/[platform]/viral-signals/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/approvals/[id],PATCH,sohamyoga-frontend/src/app/api/admin/social/approvals/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/approvals,GET,sohamyoga-frontend/src/app/api/admin/social/approvals/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/brand-profile,"GET,PATCH",sohamyoga-frontend/src/app/api/admin/social/brand-profile/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/calendar,GET,sohamyoga-frontend/src/app/api/admin/social/calendar/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/crisis-signals,GET,sohamyoga-frontend/src/app/api/admin/social/crisis-signals/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/drafts,GET,sohamyoga-frontend/src/app/api/admin/social/drafts/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/health-score,GET,sohamyoga-frontend/src/app/api/admin/social/health-score/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/posts/[id],GET,sohamyoga-frontend/src/app/api/admin/social/posts/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning/[id]/human-tasks,POST,sohamyoga-frontend/src/app/api/admin/social/provisioning/[id]/human-tasks/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning/[id],PATCH,sohamyoga-frontend/src/app/api/admin/social/provisioning/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning/[id]/skyvern,"POST,GET",sohamyoga-frontend/src/app/api/admin/social/provisioning/[id]/skyvern/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning/advance-drafts,POST,sohamyoga-frontend/src/app/api/admin/social/provisioning/advance-drafts/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning/bulk-setup,POST,sohamyoga-frontend/src/app/api/admin/social/provisioning/bulk-setup/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning/platform/[platform],GET,sohamyoga-frontend/src/app/api/admin/social/provisioning/platform/[platform]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning,"GET,POST",sohamyoga-frontend/src/app/api/admin/social/provisioning/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/provisioning/skyvern,GET,sohamyoga-frontend/src/app/api/admin/social/provisioning/skyvern/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/trending-hashtags,GET,sohamyoga-frontend/src/app/api/admin/social/trending-hashtags/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/viral/[postId]/amplify,POST,sohamyoga-frontend/src/app/api/admin/social/viral/[postId]/amplify/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/social/viral/[postId]/leads,GET,sohamyoga-frontend/src/app/api/admin/social/viral/[postId]/leads/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/student-goals,GET,sohamyoga-frontend/src/app/api/admin/student-goals/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/students/[id]/enroll,POST,sohamyoga-frontend/src/app/api/admin/students/[id]/enroll/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/students/[id],GET,sohamyoga-frontend/src/app/api/admin/students/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/students,"GET,POST",sohamyoga-frontend/src/app/api/admin/students/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/support-tickets,"GET,PATCH",sohamyoga-frontend/src/app/api/admin/support-tickets/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/teachers/[id],GET,sohamyoga-frontend/src/app/api/admin/teachers/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/teachers,"GET,POST",sohamyoga-frontend/src/app/api/admin/teachers/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/tracking-pixels,"GET,PUT",sohamyoga-frontend/src/app/api/admin/tracking-pixels/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/usecase-registry/[id],PATCH,sohamyoga-frontend/src/app/api/admin/usecase-registry/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/usecase-registry,GET,sohamyoga-frontend/src/app/api/admin/usecase-registry/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/utm-tracking/[id],DELETE,sohamyoga-frontend/src/app/api/admin/utm-tracking/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/utm-tracking,"GET,POST",sohamyoga-frontend/src/app/api/admin/utm-tracking/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/vendors/[id]/affiliate-links,"GET,POST",sohamyoga-frontend/src/app/api/admin/vendors/[id]/affiliate-links/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/video-courses/[id]/modules,"GET,POST",sohamyoga-frontend/src/app/api/admin/video-courses/[id]/modules/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/video-courses/[id],PATCH,sohamyoga-frontend/src/app/api/admin/video-courses/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/video-courses,"GET,POST",sohamyoga-frontend/src/app/api/admin/video-courses/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/video-modules/[id]/lessons,POST,sohamyoga-frontend/src/app/api/admin/video-modules/[id]/lessons/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/video-workspace,,sohamyoga-frontend/src/app/api/admin/video-workspace/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/voice-of-customer/export,GET,sohamyoga-frontend/src/app/api/admin/voice-of-customer/export/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/wellness/analytics,GET,sohamyoga-frontend/src/app/api/admin/wellness/analytics/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/wellness/body-metrics,"GET,POST",sohamyoga-frontend/src/app/api/admin/wellness/body-metrics/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/wellness/daily-logs,"GET,POST",sohamyoga-frontend/src/app/api/admin/wellness/daily-logs/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/wellness/health-profiles/[id],"GET,DELETE",sohamyoga-frontend/src/app/api/admin/wellness/health-profiles/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/wellness/health-profiles,"GET,POST",sohamyoga-frontend/src/app/api/admin/wellness/health-profiles/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/admin/wellness/wearables,"GET,POST",sohamyoga-frontend/src/app/api/admin/wellness/wearables/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/adgroups/[id]/keywords/[keywordId],DELETE,sohamyoga-frontend/src/app/api/ads/adgroups/[id]/keywords/[keywordId]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/adgroups/[id]/keywords,"GET,POST",sohamyoga-frontend/src/app/api/ads/adgroups/[id]/keywords/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/adgroups,GET,sohamyoga-frontend/src/app/api/ads/adgroups/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/campaigns/[id]/audiences/[audienceId],DELETE,sohamyoga-frontend/src/app/api/ads/campaigns/[id]/audiences/[audienceId]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/campaigns/[id]/audiences,"GET,POST",sohamyoga-frontend/src/app/api/ads/campaigns/[id]/audiences/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/campaigns/[id]/budget-events,"GET,POST",sohamyoga-frontend/src/app/api/ads/campaigns/[id]/budget-events/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/campaigns/[id]/settings,"PATCH,GET",sohamyoga-frontend/src/app/api/ads/campaigns/[id]/settings/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/campaigns,"POST,GET",sohamyoga-frontend/src/app/api/ads/campaigns/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/creatives,"POST,GET",sohamyoga-frontend/src/app/api/ads/creatives/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/dashboard,GET,sohamyoga-frontend/src/app/api/ads/dashboard/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/health-findings/[id],PATCH,sohamyoga-frontend/src/app/api/ads/health-findings/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/health-findings,GET,sohamyoga-frontend/src/app/api/ads/health-findings/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ads/retargeting/preview,GET,sohamyoga-frontend/src/app/api/ads/retargeting/preview/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ai/agent/[id],GET,sohamyoga-frontend/src/app/api/ai/agent/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ai/agent,"GET,POST",sohamyoga-frontend/src/app/api/ai/agent/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ai/chat,POST,sohamyoga-frontend/src/app/api/ai/chat/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ai/health,GET,sohamyoga-frontend/src/app/api/ai/health/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ai/models,"GET,PUT",sohamyoga-frontend/src/app/api/ai/models/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ai/monitoring,GET,sohamyoga-frontend/src/app/api/ai/monitoring/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/analytics/attribution,GET,sohamyoga-frontend/src/app/api/analytics/attribution/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/analytics/cohorts,GET,sohamyoga-frontend/src/app/api/analytics/cohorts/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/analytics/consent,"POST,GET",sohamyoga-frontend/src/app/api/analytics/consent/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/analytics/dashboard,GET,sohamyoga-frontend/src/app/api/analytics/dashboard/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/analytics/events,"POST,GET",sohamyoga-frontend/src/app/api/analytics/events/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/analytics/funnels,GET,sohamyoga-frontend/src/app/api/analytics/funnels/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/analytics/sessions,GET,sohamyoga-frontend/src/app/api/analytics/sessions/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/auth/qr-challenge/[token]/approve,POST,sohamyoga-frontend/src/app/api/auth/qr-challenge/[token]/approve/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/auth/qr-challenge/[token]/status,GET,sohamyoga-frontend/src/app/api/auth/qr-challenge/[token]/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/auth/qr-challenge,POST,sohamyoga-frontend/src/app/api/auth/qr-challenge/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/banners/[id]/transition,POST,sohamyoga-frontend/src/app/api/banners/[id]/transition/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/banners,"GET,POST",sohamyoga-frontend/src/app/api/banners/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/booking/[id],PATCH,sohamyoga-frontend/src/app/api/booking/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/booking/dashboard,GET,sohamyoga-frontend/src/app/api/booking/dashboard/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/booking/no-shows,GET,sohamyoga-frontend/src/app/api/booking/no-shows/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/booking/today,GET,sohamyoga-frontend/src/app/api/booking/today/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/booking/upcoming,GET,sohamyoga-frontend/src/app/api/booking/upcoming/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/booking/waitlist,GET,sohamyoga-frontend/src/app/api/booking/waitlist/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/bookings/[id]/review-context,GET,sohamyoga-frontend/src/app/api/bookings/[id]/review-context/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/bookings,POST,sohamyoga-frontend/src/app/api/bookings/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/brand-kits/[id]/history,GET,sohamyoga-frontend/src/app/api/brand-kits/[id]/history/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/brand-kits/[id],PATCH,sohamyoga-frontend/src/app/api/brand-kits/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/brand-kits,"GET,POST",sohamyoga-frontend/src/app/api/brand-kits/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/bundles/[id],PATCH,sohamyoga-frontend/src/app/api/bundles/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/bundles,"GET,POST",sohamyoga-frontend/src/app/api/bundles/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/checkin/validate,POST,sohamyoga-frontend/src/app/api/checkin/validate/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/classes/[id],GET,sohamyoga-frontend/src/app/api/classes/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/classes,GET,sohamyoga-frontend/src/app/api/classes/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/community/polls/[id]/status,POST,sohamyoga-frontend/src/app/api/community/polls/[id]/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/community/polls/[id]/vote,POST,sohamyoga-frontend/src/app/api/community/polls/[id]/vote/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/community/polls,"GET,POST",sohamyoga-frontend/src/app/api/community/polls/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/competitors/[id]/price-points,POST,sohamyoga-frontend/src/app/api/competitors/[id]/price-points/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/competitors,"GET,POST",sohamyoga-frontend/src/app/api/competitors/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/config/credentials,"POST,GET",sohamyoga-frontend/src/app/api/config/credentials/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/contact,"POST,GET",sohamyoga-frontend/src/app/api/contact/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/content-library/[id]/use-in-post,POST,sohamyoga-frontend/src/app/api/content-library/[id]/use-in-post/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/content-library,"GET,POST",sohamyoga-frontend/src/app/api/content-library/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/coupons/[id],PATCH,sohamyoga-frontend/src/app/api/coupons/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/coupons,"GET,POST",sohamyoga-frontend/src/app/api/coupons/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/campaigns/[id]/status,POST,sohamyoga-frontend/src/app/api/crm/campaigns/[id]/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/campaigns,"GET,POST",sohamyoga-frontend/src/app/api/crm/campaigns/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/churn,GET,sohamyoga-frontend/src/app/api/crm/churn/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/clv,GET,sohamyoga-frontend/src/app/api/crm/clv/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/leads,"GET,POST",sohamyoga-frontend/src/app/api/crm/leads/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/overview,GET,sohamyoga-frontend/src/app/api/crm/overview/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/pipeline,GET,sohamyoga-frontend/src/app/api/crm/pipeline/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/crm/segments,"GET,POST,PATCH",sohamyoga-frontend/src/app/api/crm/segments/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ctas/[id]/check,POST,sohamyoga-frontend/src/app/api/ctas/[id]/check/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ctas/[id]/transition,POST,sohamyoga-frontend/src/app/api/ctas/[id]/transition/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ctas,"GET,POST",sohamyoga-frontend/src/app/api/ctas/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/address,"GET,POST,DELETE",sohamyoga-frontend/src/app/api/customer/address/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/bookings/export,GET,sohamyoga-frontend/src/app/api/customer/bookings/export/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/bookings/ical,GET,sohamyoga-frontend/src/app/api/customer/bookings/ical/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/bookings,GET,sohamyoga-frontend/src/app/api/customer/bookings/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/call-requests,"GET,POST,PATCH",sohamyoga-frontend/src/app/api/customer/call-requests/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/cart/checkout,POST,sohamyoga-frontend/src/app/api/customer/cart/checkout/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/cart/items/[itemId],"PATCH,DELETE",sohamyoga-frontend/src/app/api/customer/cart/items/[itemId]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/cart,"GET,POST",sohamyoga-frontend/src/app/api/customer/cart/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/complete-registration,POST,sohamyoga-frontend/src/app/api/customer/complete-registration/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/emergency-contacts,"GET,POST,DELETE",sohamyoga-frontend/src/app/api/customer/emergency-contacts/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/goals,"GET,POST,DELETE",sohamyoga-frontend/src/app/api/customer/goals/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/inbox,GET,sohamyoga-frontend/src/app/api/customer/inbox/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/integrations,GET,sohamyoga-frontend/src/app/api/customer/integrations/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/invoices/pdf,GET,sohamyoga-frontend/src/app/api/customer/invoices/pdf/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/invoices,GET,sohamyoga-frontend/src/app/api/customer/invoices/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/journey/export,GET,sohamyoga-frontend/src/app/api/customer/journey/export/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/journey,GET,sohamyoga-frontend/src/app/api/customer/journey/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/loyalty/redeem,POST,sohamyoga-frontend/src/app/api/customer/loyalty/redeem/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/loyalty/rewards,GET,sohamyoga-frontend/src/app/api/customer/loyalty/rewards/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/loyalty,GET,sohamyoga-frontend/src/app/api/customer/loyalty/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/onboarding,"GET,POST",sohamyoga-frontend/src/app/api/customer/onboarding/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/orders/[id],GET,sohamyoga-frontend/src/app/api/customer/orders/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/orders,GET,sohamyoga-frontend/src/app/api/customer/orders/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/plan/docx,GET,sohamyoga-frontend/src/app/api/customer/plan/docx/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/plan,GET,sohamyoga-frontend/src/app/api/customer/plan/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/pose-mastery,GET,sohamyoga-frontend/src/app/api/customer/pose-mastery/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/practice-journal/export,GET,sohamyoga-frontend/src/app/api/customer/practice-journal/export/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/practice-journal,"GET,POST",sohamyoga-frontend/src/app/api/customer/practice-journal/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/preferences,"GET,PATCH",sohamyoga-frontend/src/app/api/customer/preferences/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/products,GET,sohamyoga-frontend/src/app/api/customer/products/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/push-subscriptions,"POST,DELETE,GET",sohamyoga-frontend/src/app/api/customer/push-subscriptions/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/referral/generate-code,POST,sohamyoga-frontend/src/app/api/customer/referral/generate-code/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/referral,GET,sohamyoga-frontend/src/app/api/customer/referral/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/settings,"GET,PATCH",sohamyoga-frontend/src/app/api/customer/settings/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/social/status,GET,sohamyoga-frontend/src/app/api/customer/social/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/subscription,"GET,PATCH",sohamyoga-frontend/src/app/api/customer/subscription/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/support-tickets,"GET,POST",sohamyoga-frontend/src/app/api/customer/support-tickets/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/teacher-rating,POST,sohamyoga-frontend/src/app/api/customer/teacher-rating/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/video-workspace,,sohamyoga-frontend/src/app/api/customer/video-workspace/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/customer/wellness,GET,sohamyoga-frontend/src/app/api/customer/wellness/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/abandoned-carts/[id],PATCH,sohamyoga-frontend/src/app/api/ecommerce/abandoned-carts/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/abandoned-carts,GET,sohamyoga-frontend/src/app/api/ecommerce/abandoned-carts/route.ts,Declared route only; method success and authorization unverified in this inventory
