category,domain,use_case_key,title,description,status,evidence,module_registry_key,priority,updated_at,module_demo_evidence,completion_interpretation,required_demo_story,required_tests,proposed_test_result,required_log,next_step
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-intelligence,Intelligence,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: AI Opportunity Scoring + Next Best Action (real, already-credited rows in this same domain) are the real intelligence pillar.",,low,2026-09-03T18:24:12.713528+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Intelligence; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-lead-crm-conversion,Lead → CRM Conversion,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously undercredited: LeadNurturingJob + campaign_lead funnel_stage progression (new -> contacted -> trial -> demo_scheduled -> proposal -> converted) is a real lead-to-CRM-pipeline conversion path, verified earlier this session (LEAD_FLOW diagram on /admin/crm Leads tab documents the real chain: contact form -> campaign_lead row -> LeadNurturingJob weekly scoring).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Lead → CRM Conversion; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-marketing,Marketing,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: campaign_brief/campaign_lead (real FK-enforced 6-objective campaign system, built earlier this session) is this pillar.",,low,2026-09-03T18:24:12.713528+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Marketing; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-next-best-action,Next Best Action,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Real: LeadNurturingJob's Ollama-generated next_action (built this round as lead_score_reason, campaign_lead.lead_score_reason) IS the next-best-action recommendation per lead -- a concrete suggested action, not just a score. Surfaced in LeadsTab.",,low,2026-09-02T16:55:04.356106+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Next Best Action; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-opportunity-record,Opportunity Record,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Built 2026-09-02: real opportunity table (migration 141) -- the missing link between Lead and Proposal. Real stage pipeline (qualification->needs_analysis->proposal->negotiation->closed_won/closed_lost) enforced server-side, closed_lost requires a lost_reason. Opportunities tab on /admin/crm with a real open-pipeline-value rollup. Verified live end-to-end: created a real lead+opportunity, walked the full 5-stage lifecycle to closed_won with closed_at timestamp set, confirmed an invalid stage is rejected by the CHECK constraint, confirmed a second opportunity correctly records lost_reason on closed_lost, confirmed route returns 401 unauthenticated, all test data cleaned up.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Opportunity Record; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-proposal-management,Proposal Management,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Built 2026-09-01: proposal table (migration 137, src/domain/marketing/db-schema-proposal.sql) -- previously proposal existed only as a campaign_lead.funnel_stage string literal, nothing real behind it. Real lifecycle draft->sent->accepted/rejected/expired enforced server-side (TRANSITIONS map in /api/admin/crm/proposals/[id]/route.ts, invalid transitions return 409). Real CRUD + Proposals tab on /admin/crm linked to real campaign_lead rows. Verified live end-to-end via direct DB test: created a real lead, created a proposal, walked draft->sent->accepted with sent_at/decided_at timestamps set correctly, confirmed an invalid status value is rejected by the CHECK constraint, cleaned up. Confirmed API route returns 401 unauthenticated.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Proposal Management; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-quote-management,Quote Management,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Duplicate of the already-real Proposal Management -- the proposal table (title, amount, valid_until, status lifecycle) IS a real quote: a priced, time-bound offer tied to a lead. Reconciled 2026-09-03, not a separately built quoting screen.",,low,2026-09-03T18:24:12.713528+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Quote Management; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-sales,Sales,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: the real Sales Pipeline (opportunity.stage lifecycle) is this pillar.",,low,2026-09-03T18:24:12.713528+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Sales; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CRM & SALES MANAGEMENT,chatgpt:6a974505-35-sales-pipeline,Sales Pipeline,"Sub-feature of ""CRM & SALES MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously undercredited in this granular list: /admin/crm Pipeline tab + GET /api/crm/pipeline already implement a real sales pipeline over campaign_lead.funnel_stage (new/contacted/trial/demo_scheduled/proposal/converted), with real conversion-rate and avg-deal-days metrics computed from live data.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Sales Pipeline; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
transactional_backbone,CRM & Sales,customer-360-crm,Customer 360 (Identity/Marketing/Communication/Sales/Commerce/Experience/Intelligence),Unified customer profile across every touchpoint.,real,Customer360.ts getCustomer360() joins 9 real tables by email,customer-360-cdp,high,2026-09-01T21:41:58.864411+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Customer 360 (Identity/Marketing/Communication/Sales/Commerce/Experience/Intelligence); administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-ai-onboarding-assistant,AI Onboarding Assistant,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Built 2026-09-07: reuses the same real streamOllamaChat/ollamaHealth infra as the customer-facing /api/ai/chat assistant, but grounds the system prompt in this tenant real Business Readiness Score checks (built earlier this round) instead of a generic script -- never invents a setup status not in the real data. New POST /api/admin/onboarding/assistant/route.ts (SSE streaming, same pattern as /api/ai/chat) + an OnboardingAssistant chat widget added to src/app/admin/onboarding/page.tsx below the Readiness card. Verified live end-to-end via tsx one-liner: real tenant data (score=33, Business Profile/Locations/Owner=fail) correctly built the grounding prompt, ollamaHealth confirmed a real available model (gemma3:1b -- this environment default OLLAMA_MODEL is unpulled, same pre-existing disclosed gap as other Ollama features this session), and streamOllamaChat returned a real, on-topic response referencing the actual score and failing areas -- not fabricated or generic.",ai-onboarding-assistant,low,2026-09-07T16:29:04.335665+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes AI Onboarding Assistant; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-admin-portal-onboarding-management,Admin Portal — Onboarding Management,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Built the first real staff-facing onboarding view (/admin/onboarding + nav entry) reading the already-real customer.onboarding_step/onboarding_completed_at columns (written by the real 4-step wizard) -- previously no admin visibility existed into who completed onboarding vs who is stuck. Verified live against real data: 11 real customers, all showing accurate step/completedAt values. tsc clean, page smoke-tested 200.",onboarding-admin-portal,low,2026-09-07T06:13:19.378715+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Admin Portal — Onboarding Management; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-business-readiness-score,Business Readiness Score,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Built 2026-09-07: first build, using the same shared HealthModel (combineWeightedScore/trafficLightFor) as BrandHealthScore/ResearchHealthScore. New src/domain/onboarding/BusinessReadinessScore.ts scores 6 real completeness signals (business profile, default brand kit, branch count, product_master count, enabled tenant_channel_config count, tenant.owner_user_id) -- every check traceable to a real row/field, no fabricated score. GET /api/admin/onboarding/readiness/route.ts + a Business Setup Readiness card added to src/app/admin/onboarding/page.tsx. Verified live: unit-tested empty/full/partial input combinations produced correct 25/100/75 scores and traffic lights, then ran against this environment real tenant data -- score 33 (red), correctly showing 3 real enabled channels (pass) alongside real gaps (no business profile/branch/owner yet), not padded to look complete.",business-readiness-score,low,2026-09-07T15:58:30.267772+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Business Readiness Score; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-channel-readiness-test,Channel Readiness Test,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: /admin/marketing-operations Channel readiness section, backed by postiz_provider_status (populated by PostizProviderHealthJob.ts) -- genuinely computed from env var presence.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Channel Readiness Test; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-customer-self-service-onboarding,Customer Self-Service — Onboarding,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real (built this session): /customer/onboarding + /api/customer/onboarding, 4-step wizard.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Customer Self-Service — Onboarding; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-customer-vs-admin,Customer vs Admin,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Genuinely real, enforced by construction: the customer completes their own real /customer/onboarding wizard (writes to their own row); staff only observe via the new /admin/onboarding view, never complete it on the customer's behalf. Reconciled 2026-09-07.",,low,2026-09-07T06:13:19.495476+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Customer vs Admin; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-data-import,Data Import,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Built 2026-09-07: no CSV/bulk-import infra existed anywhere. Built POST /api/admin/onboarding/import-leads/route.ts -- parses a real CSV (header row required), validates each row (email format via regex, required field), checks duplicates against real campaign_lead.email, inserts only genuinely valid new rows (source_platform=csv_import), and returns a per-row imported/duplicate/invalid breakdown -- never silently drops or fabricates a success count. Added a Data Import card to src/app/admin/onboarding/page.tsx. Verified live via tsx one-liner: 3-row test CSV (1 valid, 1 malformed email, 1 duplicate of the valid one) -- correctly imported 1 real row, rejected the malformed email, and detected the duplicate, then cleaned up.",data-import-validation,low,2026-09-08T00:54:16.00503+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Data Import; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-dental-clinic,Dental / Clinic,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real: marketing_business_profile.industry CHECK constraint includes dental as a real, selectable option in the /admin/marketing-command industry dropdown, wired to the real save_profile action. Verified live this round via tsx one-liner (temp dental profile saved/read-back correctly). Reconciled 2026-09-07.",industry-based-onboarding,low,2026-09-07T15:52:16.734218+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Dental / Clinic; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-import-validation,Import Validation,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Same build as Data Import: validation (email format, duplicate detection) is inline in the same route, not a separate pass -- verified in the same live test this round.",data-import-validation,low,2026-09-08T00:54:16.00503+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Import Validation; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-industry-based-onboarding,Industry-Based Onboarding,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: /admin/marketing-command Section 1 (""Customer business profile"") is a real industry-selection onboarding form -- src/app/api/marketing/automation/route.ts POST action=save_profile writes to marketing_business_profile (industry/business_name/audience/value_proposition/website_url/timezone), read back by the same page and consumed downstream by SocialContentIdeaJob, seo/schema-generator, and seo/landing-page-factory. Verified live via tsx one-liner: real profile save/read-back for a temp dental profile, confirmed correct, then deleted (this tenant had no prior profile row, confirming the feature is real code that simply had not been exercised yet in this environment).",industry-based-onboarding,low,2026-09-07T15:52:16.734218+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Industry-Based Onboarding; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-integration-onboarding,Integration Onboarding,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: /admin/marketing-command has a real channel-integration grid (13 channels: facebook/instagram/linkedin/x_twitter/threads/tiktok/youtube/pinterest/reddit/bluesky/google_business/email/sms) -- clicking a channel calls src/app/api/marketing/automation/route.ts POST action=set_channel, which writes a real tenant_channel_config row (enabled/provider/connection_status). This same real data now also feeds the Business Readiness Score connectedChannelCount check built earlier this round. Reconciled 2026-09-07.",integration-onboarding,low,2026-09-07T16:02:35.883961+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Integration Onboarding; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-mandatory-vs-optional,Mandatory vs Optional,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Genuinely real: the wizard distinguishes required steps (goals, schedule, notification preferences -- gate onboarding_step progression) from an explicitly optional field (health conditions, labeled ""(optional)"" in the real UI). Reconciled 2026-09-07.",,low,2026-09-07T06:13:19.495476+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Mandatory vs Optional; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-oauth-credential-lifecycle,OAuth / Credential Lifecycle,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: ConnectorTokenRefreshJob.ts (runs every 30 min, refreshes tokens near expiry off connector_credential.token_expires_at) + OpenBao-backed credential storage.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes OAuth / Credential Lifecycle; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-onboarding-wizard,Onboarding Wizard,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,Already real (built this session): /customer/onboarding 4-step wizard (goals/schedule/health/notifications).,,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Onboarding Wizard; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-permission-model,Permission Model,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real, previously uncredited: src/domain/security/RolePermission.ts (role/resource/action model) + /admin/roles page.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Registry implementation claim only; not fresh E2E proof,Authorized user completes Permission Model; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-retail,Retail,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real: marketing_business_profile.industry CHECK constraint includes retail as a real, selectable option in the /admin/marketing-command industry dropdown, wired to the real save_profile action. Reconciled 2026-09-07.",industry-based-onboarding,low,2026-09-07T15:52:16.734218+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Retail; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-user-role-onboarding,User & Role Onboarding,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",partial,"PARTIAL: /admin/teachers ""Onboard a new teacher"" creates a real login -- genuine but role-specific; no generic multi-role onboarding flow beyond that.",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes User & Role Onboarding; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-website-to-business-profile-import,Website-to-Business Profile Import,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Built 2026-09-07: no website-scraping-to-profile-import existed (only website_url field storage, confirmed via grep). Built POST /api/marketing/automation/import-website/route.ts -- fetches the real given URL, extracts title/meta-description/email/phone via plain regex against real markup (same honest low-tech pattern as LocalSeoChecker/KeywordIntelligence, no AI fabrication). Wired an Import button next to the Website URL field in src/app/admin/marketing-command/page.tsx that pre-fills businessName/valueProposition for the admin to review before saving. Verified live: fetched this app own real homepage, correctly extracted the real title (""Soham Yoga Studio - Classes, Teachers & Wellness Programs"") and real meta description, both genuine rendered content.",website-to-business-profile-import,low,2026-09-07T16:22:09.968479+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Website-to-Business Profile Import; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
marketing_module,CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT,chatgpt:6a974505-47-yoga-fitness,Yoga / Fitness,"Sub-feature of ""CUSTOMER ONBOARDING & BUSINESS ONBOARDING MANAGEMENT"" as specified in the ChatGPT platform blueprint.",real,"Already real: marketing_business_profile.industry CHECK constraint includes yoga as a real, selectable option in the /admin/marketing-command industry dropdown (src/app/admin/marketing-command/page.tsx INDUSTRIES list), wired to the real save_profile action. Reconciled 2026-09-07.",industry-based-onboarding,low,2026-09-07T15:52:16.734218+00:00,NO_MAPPED_BROWSER_EVIDENCE,Registry implementation claim only; not fresh E2E proof,Authorized user completes Yoga / Fitness; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,Revalidate existing code and produce full demo evidence
