app,module_key,module,registry_claim,demo_evidence_tier,latest_pass,latest_fail,latest_skip,user_ui_registry_flag,admin_ui_registry_flag,business_use_case,user_story,input,process,output,customer_operation,admin_operation,pipeline_operation,agentic_operation,demo_script,integration,existing_gaps,documentation_gaps,source,last_registry_verification,required_acceptance,test_data_requirement,test_log_requirement
sohamyoga-frontend,cart-management,Cart Management,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,"As a customer, I want to add products to a cart, adjust quantities, remove items, and check out, so that I can place an order without staff manually building it for me.","productId + quantity (add to cart), itemId + quantity (update line), itemId (remove line) -- all scoped to the logged-in customer via their session cookie.",The cart is not a separate table -- it is the customer's own sales_order row in status=draft (reusing the Order State Machine's draft state). GET finds-or-creates that draft order and reads order_item rows; POST adds a product_master item or bumps quantity; PATCH/DELETE update/remove a line after verifying ownership; every write recalculates subtotal/total. Checkout validates at least one item then flips draft -> pending.,"A JSON cart (items/subtotal/total) on /customer/cart; on checkout, a pending sales_order with a note that no payment gateway is connected, so staff must follow up manually (disclosed, not fabricated).",NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,"[{""flow"": ""Customer opens /customer/cart, sees items loaded from the API, changes a quantity input which PATCHes the cart item route and reloads totals."", ""name"": ""Add and adjust items""}, {""flow"": ""Customer clicks Remove on a cart line, triggering an ownership-checked DELETE before deleting and recalculating totals."", ""name"": ""Remove a line item""}, {""flow"": ""Customer clicks Checkout; the API rejects an empty cart, otherwise moves the draft order to pending and returns a note that staff will follow up since no payment processor is wired in."", ""name"": ""Checkout with no payment gateway""}]",[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; report_location,,2026-09-08T21:24:21.906321+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,ces,CES,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,channel-selection-engine,Channel Selection Engine,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,communication-health-score,Communication Health Score,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,competitor-intelligence,Competitor & Market Intelligence,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,True,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Full flow/schema/demo detail not yet cataloged (code real in both apps: competitor/competitor_feature, competitor/competitor_price_point).",user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,docs/chatgpt-extracts/twenty-five-item-advanced-management-list.md,2026-08-31T05:30:21.839531+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,content-asset-library,Marketing Asset Library (DAM),real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,True,"Tagged, categorized, reusable marketing creative library distinct from the brand_kit logo field.",NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,"/admin/content-library + /api/content-library + /api/content-library/[id]/use-in-post. content_asset table has tags[], category, asset_type (image/video/copy_text).",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Real schema and admin UI exist but content_asset=0 rows -- never populated. Separately, generated_marketing_asset has 635 real AI-generated banners/copy but is request-scoped, not a browsable reuse library.

UPDATE 2026-09-01: Prompt-to-campaign content generator built (CampaignContentGenerator.ts) -- one brief generates channel-adapted copy (Instagram/Email/SMS/Blog) via real Ollama calls, saved into content_asset. Deliberately scoped to text only, no image/video generation pipeline exists.",user_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,2026-09-01T19:39:31.659408+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,content-calendar,Marketing / Content Calendar,real,HISTORICAL_TEST_PASS_DEMO_UNVERIFIED,9,0,0,False,True,Cross-channel editorial and campaign scheduling calendar view.,"As a marketing admin, I want one place to see and plan all upcoming content across every channel (social, email, SMS, blog, banner, events, workshops, retreats) instead of only seeing social posts, so I can spot gaps and conflicts before they happen.","Title, content type, optional channel, scheduled date/time, status, optional linked campaign brief, optional assignee, optional tags/notes.","Real Postgres CRUD over content_calendar_entry -- no mock data, no client-side-only state.","A persisted calendar entry visible to every admin session, joined with its campaign brief name where linked.","No customer/end-user facing view -- this is an internal marketing planning tool, not a public calendar.","Admin opens /admin/marketing-calendar -> sees all content_calendar_entry rows (title, content type, channel, scheduled time, status, linked campaign brief, assignee, tags) -> filters by status -> ""+ New Entry"" opens a form (title, content type, channel, scheduled at, status, optional campaign brief link, assignee, tags, notes) -> POST /api/admin/marketing-calendar inserts the row -> Edit/Delete on each row call PATCH/DELETE /api/admin/marketing-calendar/[id].",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,"[{""flow"": ""Admin creates an entry with content type social_post, a channel, and a scheduled date -- shows up in the filtered list under status Planned"", ""name"": ""Plan a social post""}, {""flow"": ""Admin picks an existing campaign brief from the dropdown when creating/editing an entry so the calendar shows which campaign each piece of content belongs to"", ""name"": ""Link an entry to a campaign""}]",[],"Built 2026-09-07: real List/Grid view toggle at /admin/marketing-calendar. Grid reuses the exact month-grid math already proven live in /admin/social/calendar. Real HTML5 drag-and-drop reschedule -- dragging an entry chip onto a different day PATCHes /api/admin/marketing-calendar/[id] with the entry's full existing field set (channel/briefId/assignedTo/tags/notes preserved, only scheduledAt changes to the new day at the same original time-of-day) -- this matters because the PATCH route sets channel/briefId/assignedTo/notes via plain assignment, not COALESCE, so a naive partial PATCH would have silently nulled them. Real cross-channel conflict detection: 2+ entries the same day sharing the same non-null channel are flagged with a red ring + warning icon + tooltip, computed live from real data, not a fabricated ""no conflicts"" placeholder. campaign_brief link dropdown and month/week grid still share the same 0-rows-today honest-empty-state as before (nothing to reschedule/conflict-check until real entries exist). Verified: TypeScript compiles clean; page returns HTTP 200 with the identical SSR-shell ""Loading"" pattern already present on every OTHER unmodified admin page in this environment (confirmed against /admin/utm-tracking) -- i.e. not a new regression, just this environment's existing client-hydration-required pattern. NOT verified: an actual browser drag gesture (no interactive browser available here) -- code path and PATCH payload logic are correct by inspection and match the pattern already proven at /admin/social/calendar, but a live drag-drop click-through remains the one honest gap. Still no week view (month only) and still no automation reading content_calendar_entry to actually publish (unchanged, separate gap).",report_location,"Marketing Calendar admin UI build session, 2026-09-03 (prior audit: real schema, 0 rows, no admin UI -- registry showed UI: false, Database: true (empty), Admin Portal: false)",2026-09-08T01:02:20.812809+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,content-versioning,Content Versioning,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,control-mapping-screen,Control Mapping Screen,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,control-tower-objectives,Control Tower Objectives,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,conversation-360,Conversation 360,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,coupon-management,Offer & Promotion Management (Coupons),real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,True,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Full flow/schema/demo detail not yet cataloged (code real: coupon/coupon_redemption, 19 types, /admin/coupons).",user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,docs/chatgpt-extracts/twenty-five-item-advanced-management-list.md,2026-08-31T05:30:21.839531+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,crisis-detection,Negative Virality / Crisis Screen,real,HISTORICAL_TEST_PASS_DEMO_UNVERIFIED,15,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,cross-channel-conversation,Cross-Channel Conversation,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,cross-channel-roi-dashboard,Cross-Channel Marketing ROI Rollup,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,One dashboard aggregating spend/performance across paid ads + email + social + SEO into a single ROI view.,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,"Admin opens /admin/analytics -> Cross-Channel ROI tab -> picks a 7/30/90-day window -> sees platform-reported ad spend/revenue (from ad_analytics, grouped by campaign_type) side-by-side with session-attributed revenue (from the same real tracking_event/tracking_session last-touch join /api/analytics/attribution already uses, grouped by traffic_source) in one table, plus a blended total.",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Built 2026-09-07 (was: ""Per-campaign ROI is real; no single view rolls up spend/performance across paid ads + email + social + SEO as separate systems into one aggregate number""). New GET /api/admin/analytics/cross-channel-roi combines two real sources: platformReported (ad_analytics.spend_cents/revenue_cents by campaign_type -- currently $0 across the board since no ad-platform API client is connected, honestly reflecting zero real spend, not fabricated) and sessionAttributed (tracking_event/tracking_session booking_completed revenue via properties->>'price', by traffic_source -- currently $45 from 3 real direct bookings). Explicit, surfaced-in-the-UI caveat: the two sources are NOT deduplicated against each other (no shared join key exists to prove a platform-reported conversion and a session-attributed one are/are not the same real booking) -- documented as a limitation, not silently blended into one falsely-precise number. Verified: TypeScript compiles clean; both SQL queries independently re-run directly against the live DB and confirmed correct (1 search campaign at $0/$0, 3 direct bookings totaling real $45); page returns HTTP 200; the API route itself returns the same auth-backend-down 503 every other /api/admin/* route returns in this environment (not a new bug). Still no email/social/SEO cost-tracking system exists anywhere in this codebase (by design -- those channels are genuinely free/organic today), so per-channel ROI% is only ever computable for platform-reported ad spend.",user_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases,,2026-09-08T01:32:23.695061+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,customer-360-cdp,Customer 360 / Unified Profile (CDP),real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,True,"Unifies a customer identity across customer, student, lead, journey-touchpoint, booking, review, event-registration, survey, and form-submission records into one real view. CORRECTED 2026-09-08: earlier description claimed ""email/social/web/booking activity"" -- verified by direct code read that there is no dedicated social identity table (campaign_lead.source_platform is the closest proxy) and no distinct web identity source beyond journey_touchpoint/form_submission; corrected to name the actual 9 joined source tables.","As an admin, I want to search a single email address and see one unified view of everything known about that person -- their customer/student record, leads, bookings, reviews, event registrations, survey responses, and form submissions -- so that I do not have to check eight separate screens to understand a customer's full history.",An email address typed into the search box on /admin/customer-360.,"GET /api/admin/customer-360 fires 9 parallel queries against customer, student, campaign_lead, journey_touchpoint, booking, service_review, event_registration, survey_response, and form_submission (the last matched by joining to form_definition.fields and only matching submissions where the form itself declares an email-type field equal to the address, not by guessing a JSONB key). No denormalized customer_360 table is written anywhere -- every call re-queries the live source tables so the view can never go stale.","A found/not-found response with an identity block, stats tiles (lifetime spend, loyalty points, bookings, avg review rating, funnel stage, event registrations, survey responses, journey touchpoints), and a chronologically sorted unified timeline across all 8 source types.",NOT DOCUMENTED,"src/domain/customer/Customer360.ts getCustomer360() live-joins customer, student, campaign_lead, journey_touchpoint, booking, service_review, event_registration, survey_response, and form_submission by email.",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,"[{""flow"": ""Admin searches an email that exists in both customer and student tables; the page shows both badges plus a merged timeline of bookings, reviews, and journey touchpoints in one chronological feed."", ""name"": ""Full 360 lookup on an active customer""}, {""flow"": ""Admin searches an email that only exists in campaign_lead; identity is derived from the lead's name, and the timeline shows just the Became a lead entry with funnel stage."", ""name"": ""Lead not yet converted""}, {""flow"": ""Admin searches an email with zero rows across all 9 source queries; the page shows an honest no-record-found message rather than a fabricated empty profile."", ""name"": ""No record found""}]",[],"Genuine identity unification, not siloed per-table data -- this was previously real but had no module_registry row at all.",user_flow; report_location,,2026-09-08T21:24:21.910479+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,customer-billing-invoices,Customer Self-Service — Invoices & Billing,real,MAPPED_TEST_FAILURES,0,3,99,True,True,Read-only view of invoice_mirror (documented as synced from ERPNext) with a real generated PDF per invoice.,"As a customer, I want to view my synced invoices and download a real PDF, so that I can review and keep records of my billing without contacting staff.",None (read-only for the customer),Query + pdf-lib render,Invoice list; downloadable per-invoice PDF,"Customer visits /customer/invoices, sees status/amount/due date, downloads a real PDF via pdf-lib.","Real: /admin/billing lists all invoices with customer name, lets staff create a new invoice (auto-calculates 13% tax) and change status (draft/submitted/paid/overdue/cancelled).",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,"[{""flow"": ""Customer opens /customer/invoices and sees a list of invoice_mirror rows (invoice_number, colored status badge like paid/overdue/submitted, description, due date, total in $X CAD) fetched read-only from GET /api/customer/invoices -- no create/edit UI exists, only display."", ""name"": ""Reviewing synced ERPNext invoices""}, {""flow"": ""Customer clicks the PDF link next to an invoice, hitting GET /api/customer/invoices/pdf?id=<id>, and the server builds an actual PDF with pdf-lib (SohamYoga header, Billed to, status, subtotal/tax/total, Synced from billing system: <timestamp> footer) returned as an attachment download."", ""name"": ""Downloading a real invoice PDF""}, {""flow"": ""A customer with no invoice_mirror rows sees No invoices yet. on the page rather than an error or fabricated data, since the API returns an empty invoices array by design."", ""name"": ""Honest empty state for a customer never billed""}]",[],"Still no real ERPNext sync job -- /admin/billing is now the only real way invoices are created (honest, not a stand-in for a sync that does not exist). Verified live: admin-created invoice immediately downloadable as a real PDF on the customer side.",report_location,Session decision log 2026-08-31/09-01 (customer self-service build) + 2026-09-01 gap audit,2026-09-08T21:25:53.765317+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,customer-business-onboarding,Customer / Business Onboarding Wizard,real,HISTORICAL_TEST_PASS_DEMO_UNVERIFIED,9,0,0,True,False,"A structured onboarding flow for new customers or new business tenants -- industry-specific setup, data import, guided first-run.","As a new customer, I want to walk through a guided 4-step wizard right after signup (goals, schedule preferences, health info, notification preferences), so that my profile and class recommendations are personalized without hunting for settings pages. As a tenant admin, I want to see which customers completed onboarding and import a batch of leads, so that I can monitor and speed up new-customer activation.","Customer: goalStatement, preferredClassStyles[], preferredClassTimes[], fitnessLevel, conditions[], reminderMinutesBefore, email/sms opt-in. Admin: pasted CSV (name,email,phone) for lead import, free-text chat questions to the AI onboarding assistant.","The customer wizard steps through goals -> schedule -> health -> notifications, writing directly into the real customer table columns and health_profile; the final step stamps onboarding_completed_at. The admin dashboard is separate: lists customers by onboarding_step/completed_at, computes a Business Setup Readiness score from real profile/brand-kit/location/catalog/channel/owner completeness, streams an Ollama-backed onboarding chat assistant, and runs CSV lead import with dedup against campaign_lead.","Customer: updated customer/health_profile rows and a redirect to the dashboard once complete. Admin: a completed/total count table, a 0-100 readiness score with pass/warn/fail checks, a streamed assistant reply, and an import summary.","New customer registers -> auto-redirected to /customer/onboarding (4 real steps: goals, schedule, health, notifications) -> writes into customer + health_profile tables -> lands on /customer/dashboard.",No admin flow needed -- self-service customer wizard.,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,"[{""flow"": ""A newly registered customer states a goal, picks class style + time preference, sets fitness level, opts into email reminders, and lands on their personalized dashboard."", ""name"": ""New student signup""}, {""flow"": ""An admin opens the onboarding dashboard and sees the tenant readiness score plus a table showing which customers are stuck mid-wizard vs fully done."", ""name"": ""Staff monitors activation""}, {""flow"": ""An admin pastes a CSV of prospective members into the Data Import card; the system flags duplicate emails against campaign_lead and reports imported vs invalid rows."", ""name"": ""Bulk lead import""}]",[],"Built 2026-09-01, closing a confirmed zero-implementation gap. Existing 10 customers backfilled with onboarding_completed_at=created_at to avoid disrupting them. No industry-specific onboarding paths (this is a single-vertical yoga app) or website-import step from the original spec -- scoped to what is real and useful for this app today.",report_location,,2026-09-08T21:25:21.15883+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,customer-emergency-contacts,Customer Self-Service — Emergency Contacts,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,True,True,"Customer records a real emergency contact / guardian (student_guardian), despite the schema comment suggesting it is minors-only.","As a customer, I want to add and manage emergency contacts on my account, so that the studio has someone to reach in case of an incident during class.","guardianName, relationship, phone, email, isEmergency",Validated relationship enum; inserted/deleted directly,"List of contacts, emergency-flagged ones first","Customer visits /customer/emergency-contacts, adds name/relationship/phone/email, can mark as emergency and delete.","Real: /admin/student-care (Emergency Contacts tab) shows every student's emergency contacts, flagging is_emergency=true rows. Also surfaced as a coverage % on /admin/healthcare-dashboard.",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,"[{""flow"": ""On /customer/emergency-contacts, customer fills Full name, picks relationship spouse from the RELATIONSHIPS dropdown (parent/legal_guardian/spouse/other), enters phone/email, checks Primary emergency contact, and clicks Add contact -- POST /api/customer/emergency-contacts inserts into student_guardian even though the schema comment says for minors, proving there is no age gate."", ""name"": ""Adult student adds their spouse as emergency contact""}, {""flow"": ""Customer clicks Remove next to an existing contact card, triggering DELETE /api/customer/emergency-contacts?id=<id>, scoped to student_id so only their own record is deletable."", ""name"": ""Removing an outdated contact""}, {""flow"": ""A logged-in customer with no student record yet sees only the message Emergency contacts are available once you are enrolled in a class instead of the form, since POST returns 409 A student record is required -- enroll in a class first."", ""name"": ""Blocked before enrollment""}]",[],FIXED 2026-09-01 (was the real safety gap). Staff can view but not add/edit a contact directly on behalf of a student -- not blocking for the core safety-visibility need.,report_location,Session decision log 2026-08-31/09-01 (customer self-service build),2026-09-08T21:25:53.774594+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,customer-goals,Customer Self-Service — Structured Goals,real,MAPPED_TEST_FAILURES,0,3,99,True,True,"Customer sets/prioritizes practice goals from a fixed catalog, distinct from the free-text goal_statement in preferences.","As a customer, I want to pick and prioritize structured practice goals from a fixed catalog, so that my plan and recommendations reflect what I am actually working toward.",goalCode + priority (1-N),Validated against ref_yoga_goal catalog; upserted with ON CONFLICT,Ranked list of the customer's own goals,"Customer visits /customer/goals, picks from ref_yoga_goal catalog, sets priority; can delete a goal.","Real: /admin/student-care (Goals tab) shows every student's structured goals, read-only staff visibility.",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,"[{""flow"": ""On /customer/goals, customer opens the Add a goal dropdown (populated from GET ref_yoga_goal catalog, filtered to exclude already-chosen goals) and clicks Add, which POSTs {goalCode, priority} to /api/customer/goals and inserts/updates student_goal with an auto-incrementing priority rank."", ""name"": ""Picking a structured goal from the catalog""}, {""flow"": ""Customer clicks Remove on a goal shown as #<priority> <label> (DELETE /api/customer/goals?goalCode=<code>), then adds a different catalog goal, which lands at the end of their priority-ranked list."", ""name"": ""Re-prioritizing by removing and re-adding""}, {""flow"": ""Unlike the open-ended goal_statement text field in Preferences, /customer/goals only lets the customer choose from fixed ref_yoga_goal codes exposed in the dropdown -- there is no free-text input on this page at all."", ""name"": ""Distinct from the free-text preferences goal""}]",[],"Staff can view but not edit/delete a student's goals directly (customer remains the sole author, by design) -- not blocking.",report_location,Session decision log 2026-08-31/09-01 (customer self-service build),2026-09-08T21:25:53.77762+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
